lam,mu,gamma,delta,eta,kappamean,kappadisp,S
1.3136592836373264,0.033112133266247366,0.02610431577596596,0.06502704569785034,0.8948588282474823,8.99319714961208,87.11758575307806,5
1.141248383140327,0.0345003766821873,0.02464849334509791,0.06606529079158774,0.8951660945627413,36.5294018750005,72.69904229481659,5
1.3958434699553477,0.027765753757567457,0.01907712890508896,0.06314648183036153,0.8969620672003857,59.830709590452194,118.66600703936491,6
1.6051122034968832,0.03710472003110052,0.028138195582367534,0.06558443337387088,0.8958819630735142,61.55522430820853,77.41155692025814,5
1.4655621677399475,0.0403027995222992,0.03022187796256713,0.06222076576258184,0.8971288520243169,86.94998112757293,79.11274736172578,5
1.5944564052990708,0.0425460099365322,0.032684780479308576,0.06729869659247278,0.8942482874991912,36.19028195951162,73.65392608077397,5
1.2509208468681412,0.03359808545147864,0.024978381291044082,0.059561803242996425,0.8943599931084677,22.87546689813536,89.0922075343392,5
1.1906787802350909,0.03379778680049702,0.024033154500763647,0.06339835164950924,0.8950022437721599,36.77159134970718,85.16632872001924,5
1.086660112284383,0.02959180071695198,0.022399309053671268,0.062311354984421086,0.8972119061534468,29.852630258796147,121.7520161295603,5
1.1214101444386175,0.03603452002185167,0.02710443757080131,0.06265027595108175,0.8963759309378319,10.773401007169102,119.20981588858734,5
1.2253025227352583,0.0343331111815491,0.025972375996130115,0.06591625991862693,0.8938071995533451,50.65083055287791,87.39313172133868,5
1.0487560425306048,0.03193158070523243,0.02340477977105272,0.06501326914622207,0.8945009177970865,50.037736350365286,99.73686982102956,5
1.1122633955073675,0.03264791821436673,0.023332919188802894,0.06704141252689266,0.8965539696643079,10.389524031796512,83.3127100838279,5
1.1869845162749066,0.032974954089254715,0.02449354288326135,0.06407602324328154,0.8953677418503918,69.05568722533205,77.1545696202222,5
1.292806629896996,0.03836978527964843,0.027736501913077194,0.06197553115621646,0.894573005244312,11.75074251423668,107.5259778509853,5
0.8973482310110529,0.027380282832514497,0.02075984615431952,0.06369298925821576,0.8949967459575973,67.71242043847947,103.38207458057542,5
1.1966206112701767,0.034105335005386025,0.023593451164658677,0.06336717273726555,0.8964713906664311,24.090554424386116,89.41510598763816,5
1.2849258407803201,0.03665453142495343,0.027143995209419444,0.06297170850129319,0.8953952599865718,15.718216737393297,81.36901766925291,5
1.2180870559911172,0.0331296574260895,0.025537617748267172,0.06317086725983823,0.8949630749670477,26.322069511218526,87.55688237674961,5
1.8431258060007782,0.050496011297961135,0.04175925807371359,0.06132195495071957,0.8968196762940677,55.81549379915927,84.25522365563849,5
1.1670565350953128,0.03216759847452424,0.022988508256947343,0.06585992989455147,0.8960547719442121,1.1371256616006942,97.55627915060363,5
1.5461746194407175,0.03937154986838959,0.028522366315115767,0.06268239508454587,0.8960461673923276,26.84280516232677,101.7952040746962,5
1.5060085948305137,0.03981028738816691,0.027884430177263744,0.06581659155294772,0.8938289212644294,50.45695633874132,79.4415272761601,5
1.1869845162749066,0.032974954089254715,0.02449354288326135,0.06407602324328154,0.8953677418503918,69.05568722533205,77.1545696202222,5
1.1828271136557214,0.031545610902141426,0.022331174265050338,0.06329906112216932,0.89517733418917,60.20965552671691,101.53802788409956,5
1.505381020675015,0.04443616909294106,0.033113003062494026,0.06434794667959853,0.8954565228960497,22.112405904259173,70.72251068542023,5
1.1062168623977384,0.03483548763494431,0.026161968188349295,0.060307865624836476,0.8959410775460679,26.306975709648782,122.94297978885973,5
1.0259835671928865,0.028860084447506946,0.02187452164838065,0.06397139987930756,0.8960485897291282,43.12968723399844,112.55253240657208,5
1.429047323153152,0.0365444267399373,0.026018850102332066,0.06395197435097488,0.8946348727386624,10.259196941657585,94.31513547384904,5
1.5983428042025485,0.04692516230055682,0.03364975783360971,0.06381789225986956,0.897476939946021,37.62732032995921,86.85967996485702,5
1.24976561259387,0.04164156804520602,0.03037382996866274,0.06274019353217508,0.8956066657901,66.62967920767879,93.2904152365272,5
1.2859163935369227,0.031031681734785654,0.023682904175234294,0.06342358823111216,0.8927671824250121,66.58913270308247,108.82561773906075,5
1.4424372619427948,0.044929657092177666,0.03454526563756523,0.06587919609989656,0.8947306871464109,41.40229321888502,110.4829856137933,5
1.6803254079335828,0.046434976837220546,0.03776658379739433,0.0632266348120486,0.89780724489018,49.621793669801804,75.1885850976026,5
1.1828271136557214,0.031545610902141426,0.022331174265050338,0.06329906112216932,0.89517733418917,60.20965552671691,101.53802788409956,5
1.984831801714748,0.04511203175501965,0.0352624379182561,0.06471053492210244,0.8965474964368616,38.511920876384465,115.20024942049423,5
1.4038780260010641,0.04143149386815035,0.030634304383214614,0.06416398893784647,0.8946410833404955,26.85286289344552,80.17501020096012,5
1.2121057655760008,0.032695084697846495,0.02539410152619654,0.061272004782663925,0.8940405273111159,13.684834444711246,121.16596144272643,5
